Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,02072026,1980061622,0003156
Trade Date <02-JUL-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1626,KMEW,EQ,217727,92228,42.36
20,1627,KMSUGAR,EQ,65338,49101,75.15
20,1628,KNAGRI,EQ,30727,22886,74.48
20,1629,KNRCON,EQ,666736,350981,52.64
20,1630,KODYTECH,SM,7300,5900,80.82
20,1631,KOHINOOR,EQ,84190,14737,17.50
20,1632,KOKUYOCMLN,EQ,44663,32206,72.11
20,1633,KOLTEPATIL,EQ,33647,23292,69.22
20,1634,KONSTELEC,ST,6000,6000,100.00
20,1635,KORE,SM,3500,2000,57.14
20,1636,KOTAKBANK,EQ,12980945,7533646,58.04
20,1637,KOTARISUG,EQ,28313,22115,78.11
20,1638,KOTHARIPET,EQ,33119,23524,71.03
20,1639,KOTHARIPRO,EQ,13733,10617,77.31
20,1640,KOTIC,EQ,3844,2750,71.54
20,1641,KOVAI,EQ,8872,6196,69.84
20,1642,KPEL,EQ,153868,92785,60.30
20,1643,KPIGREEN,EQ,882726,353478,40.04
20,1644,KPIL,EQ,240426,148708,61.85
20,1645,KPITTECH,EQ,9825945,2131979,21.70
20,1646,KPL,EQ,16509,6532,39.57
20,1647,KPRMILL,EQ,382211,103229,27.01
20,1648,KRBL,EQ,228219,120493,52.80
20,1649,KREBSBIO,EQ,5779,5328,92.20
20,1650,KRISHANA,EQ,525842,321401,61.12
20,1651,KRISHCA,SM,18000,12500,69.44
20,1652,KRISHIVAL,EQ,1493,1296,86.81
20,1653,KRISHNADEF,EQ,139057,70578,50.75
20,1654,KRISHPP,E1,24,21,87.50
20,1655,KRITIKA,EQ,102515,50098,48.87
20,1656,KRMAYURVED,ST,33000,29000,87.88
20,1657,KRONOX,EQ,165944,90354,54.45
20,1658,KROSS,EQ,133680,64081,47.94
20,1659,KRSNAA,EQ,135435,75214,55.54
20,1660,KRT,RR,274981,224883,81.78
20,1661,KRYSTAL,EQ,8928,5535,62.00
20,1662,KSB,EQ,111337,62884,56.48
20,1663,KSCL,EQ,118489,46795,39.49
20,1664,KSHINTL,EQ,144563,64282,44.47
20,1665,KSL,EQ,38603,24092,62.41
20,1666,KSOLVES,EQ,31898,16290,51.07
20,1667,KSR,EQ,8928,6176,69.18
20,1668,KTKBANK,EQ,2003231,903512,45.10
20,1669,KUANTUM,EQ,46538,25611,55.03
20,1670,KWIL,EQ,5111429,3034076,59.36
20,1671,LAGNAM,EQ,2232,2194,98.30
20,1672,LAHOTIOV,EQ,1538,1538,100.00
20,1673,LAKSHYA,ST,1600,1600,100.00
20,1674,LAL,EQ,21901,16954,77.41
20,1675,LALPATHLAB,EQ,243917,141927,58.19
20,1676,LAMBODHARA,EQ,11438,7517,65.72
20,1677,LAMOSAIC,SM,360000,253800,70.50
20,1678,LANCORHOL,EQ,58269,43280,74.28
20,1679,LANDMARK,EQ,309250,246056,79.57
20,1680,LANDSMILL,EQ,2970201,2208139,74.34
20,1681,LAOPALA,EQ,66395,36789,55.41
20,1682,LASA,EQ,31285,23046,73.66
20,1683,LATENTVIEW,EQ,3271180,1190514,36.39
20,1684,LAURUSLABS,EQ,2761759,1793952,64.96
20,1685,LAXMICOT,EQ,2451,2396,97.76
20,1686,LAXMIDENTL,EQ,56334,31812,56.47
20,1687,LCCINFOTEC,EQ,51557,25949,50.33
20,1688,LEMERITE,EQ,2677017,1210507,45.22
20,1689,LEMONTREE,EQ,3583788,1609476,44.91
20,1690,LENSKART,EQ,4049057,2867665,70.82
20,1691,LEXUS,EQ,146044,62942,43.10
20,1692,LFIC,EQ,407,367,90.17
20,1693,LGBBROSLTD,EQ,14290,8681,60.75
20,1694,LGEINDIA,EQ,331801,142022,42.80
20,1695,LGHL,EQ,21435,3216,15.00
20,1696,LIBAS,EQ,8595,6964,81.02
20,1697,LIBERTSHOE,EQ,17479,9646,55.19
20,1698,LICHSGFIN,EQ,724232,375681,51.87
20,1699,LICI,EQ,1767476,886667,50.17
20,1700,LICMFGOLD,EQ,40105,15994,39.88
20,1701,LICNETFGSC,EQ,25479,4529,17.78
20,1702,LICNETFN50,EQ,218,119,54.59
20,1703,LICNETFSEN,EQ,258,20,7.75
20,1704,LICNFNHGP,EQ,60,57,95.00
20,1705,LICNMID100,EQ,33915,2129,6.28
20,1706,LINC,EQ,23429,14127,60.30
20,1707,LINCOLN,EQ,22482,15086,67.10
20,1708,LINDEINDIA,EQ,8970,3638,40.56
20,1709,LIQGRWBEES,EQ,179452,173736,96.81
20,1710,LIQUID,EQ,170064,136972,80.54
20,1711,LIQUID1,EQ,1151962,778634,67.59
20,1712,LIQUIDADD,EQ,548476,420772,76.72
20,1713,LIQUIDBEES,EQ,4816380,4095050,85.02
20,1714,LIQUIDBETF,EQ,223084,157371,70.54
20,1715,LIQUIDCASE,EQ,26613676,24528184,92.16
20,1716,LIQUIDETF,EQ,251676,189553,75.32
20,1717,LIQUIDIETF,EQ,355330,249939,70.34
20,1718,LIQUIDPLUS,EQ,392011,318375,81.22
20,1719,LIQUIDSBI,EQ,10449,10298,98.55
20,1720,LIQUIDSHRI,EQ,7336,6457,88.02
20,1721,LLOYDS,ST,9000,7000,77.78
20,1722,LLOYDSENGG,EQ,7009397,2954373,42.15
20,1723,LLOYDSENT,EQ,2669409,1146813,42.96
20,1724,LLOYDSME,EQ,427477,196253,45.91
20,1725,LMW,EQ,1078,626,58.07
20,1726,LODHA,EQ,3964029,1913187,48.26
20,1727,LORDSCHLO,EQ,4894,3345,68.35
20,1728,LOTUSDEV,EQ,409179,226823,55.43
20,1729,LOTUSEYE,EQ,16519,10430,63.14
20,1730,LOVABLE,EQ,11497,9302,80.91
20,1731,LOWVOL,EQ,490,380,77.55
20,1732,LOWVOL1,EQ,3047609,2623990,86.10
20,1733,LOWVOLIETF,EQ,1744532,1438475,82.46
20,1734,LPDC,EQ,64911,36360,56.02
20,1735,LRRPL,SM,1500,1500,100.00
20,1736,LT,EQ,2481554,1091886,44.00
20,1737,LTF,EQ,4080067,1731174,42.43
20,1738,LTFOODS,EQ,413226,171512,41.51
20,1739,LTGILTBEES,EQ,2380967,2013033,84.55
20,1740,LTGILTCASE,EQ,92741,79433,85.65
20,1741,LTM,EQ,448482,154642,34.48
20,1742,LTTS,EQ,240594,151241,62.86
20,1743,LUMAXIND,EQ,19964,7059,35.36
20,1744,LUMAXTECH,EQ,175536,78399,44.66
20,1745,LUPIN,EQ,584679,377030,64.48
20,1746,LUXIND,EQ,22490,11283,50.17
20,1747,LXCHEM,EQ,1699219,507777,29.88
20,1748,LYPSAGEMS,EQ,44839,36511,81.43
20,1749,M&M,EQ,2624368,1224178,46.65
20,1750,M&MFIN,EQ,3182566,1869231,58.73
20,1751,MAANALU,EQ,57068,33182,58.14
20,1752,MACOBSTECH,SM,800,800,100.00
20,1753,MACPOWER,EQ,68851,25960,37.70
20,1754,MADHAV,EQ,3683,1363,37.01
20,1755,MADHAVBAUG,SM,3200,3200,100.00
20,1756,MADHAVIPL,EQ,113358,88002,77.63
20,1757,MADHUSUDAN,SM,606000,410000,67.66
20,1758,MADRASFERT,EQ,50920,29446,57.83
20,1759,MAFANG,EQ,67674,67674,100.00
20,1760,MAFATIND,EQ,58408,35634,61.01
20,1761,MAGADSUGAR,EQ,4899,3196,65.24
20,1762,MAGNUM,EQ,12198,8716,71.45
20,1763,MAGSON,ST,2000,2000,100.00
20,1764,MAHABANK,EQ,9483390,4161027,43.88
20,1765,MAHAPEXLTD,EQ,24132,18803,77.92
20,1766,MAHASTEEL,EQ,7422,3779,50.92
20,1767,MAHEPC,EQ,21596,13691,63.40
20,1768,MAHICKRA,SM,33750,27000,80.00
20,1769,MAHKTECH,EQ,236052,236052,100.00
20,1770,MAHLIFE,EQ,121022,62022,51.25
20,1771,MAHLOG,EQ,198057,96340,48.64
20,1772,MAHSCOOTER,EQ,4753,2399,50.47
20,1773,MAHSEAMLES,EQ,89027,38640,43.40
20,1774,MAITHANALL,EQ,27766,16831,60.62
20,1775,MAITREYA,SM,5200,2400,46.15
20,1776,MAJESAUT,EQ,9753,8963,91.90
20,1777,MAKEINDIA,EQ,46119,36605,79.37
20,1778,MAKS,SM,1500,1500,100.00
20,1779,MAL,SM,3200,3200,100.00
20,1780,MALLCOM,EQ,1016,693,68.21
20,1781,MALUPAPER,EQ,1999,1872,93.65
20,1782,MAMATA,EQ,31256,19202,61.43
20,1783,MANAKALUCO,EQ,61402,26273,42.79
20,1784,MANAKCOAT,EQ,210293,141828,67.44
20,1785,MANAKSIA,EQ,12082,6258,51.80
20,1786,MANALIPETC,EQ,178503,79056,44.29
20,1787,MANAPPURAM,EQ,2184990,731413,33.47
20,1788,MANBA,EQ,235383,117380,49.87
20,1789,MANCREDIT,EQ,1189673,69198,5.82
20,1790,MANGALAM,EQ,31493,24387,77.44
20,1791,MANGLMCEM,EQ,25656,18230,71.06
20,1792,MANINDS,EQ,256458,118294,46.13
20,1793,MANINFRA,EQ,1893219,362598,19.15
20,1794,MANKIND,EQ,180318,109952,60.98
20,1795,MANOMAY,EQ,4866,3157,64.88
20,1796,MANORAMA,EQ,157161,79956,50.88
20,1797,MANUFGBEES,EQ,1379,1202,87.16
20,1798,MANYAVAR,EQ,197883,118171,59.72
20,1799,MAPMYINDIA,EQ,2934036,464430,15.83
20,1800,MARATHON,EQ,53669,37958,70.73
20,1801,MARC,ST,16800,15600,92.86
20,1802,MARCO,SM,3000,3000,100.00
20,1803,MARICO,EQ,1249381,673191,53.88
20,1804,MARINE,EQ,676190,335816,49.66
20,1805,MARKOLINES,EQ,873168,212272,24.31
20,1806,MARKSANS,EQ,1336512,550064,41.16
20,1807,MARSONS,EQ,597992,225895,37.78
20,1808,MARUSHIKA,SM,6000,6000,100.00
20,1809,MARUTI,EQ,327088,137621,42.07
20,1810,MASFIN,EQ,282301,126799,44.92
20,1811,MASON,SM,182500,131500,72.05
20,1812,MASPTOP50,EQ,234151,196362,83.86
20,1813,MASTEK,EQ,53943,25991,48.18
20,1814,MASTER,SM,7500,6500,86.67
20,1815,MASTERTR,EQ,146022,33186,22.73
20,1816,MATRIMONY,EQ,12162,8080,66.44
20,1817,MAXESTATES,EQ,46285,30524,65.95
20,1818,MAXHEALTH,EQ,1053691,555100,52.68
20,1819,MAXIND,EQ,19820,11360,57.32
20,1820,MAXPOSURE,SM,3000,3000,100.00
20,1821,MAXVOLT,ST,49200,46800,95.12
20,1822,MAYASHEEL,SM,231000,213000,92.21
20,1823,MAYURUNIQ,EQ,198073,93535,47.22
20,1824,MAZDA,EQ,10940,7587,69.35
20,1825,MAZDOCK,EQ,755276,300597,39.80
20,1826,MBAPL,EQ,403332,222628,55.20
20,1827,MBEL,EQ,369675,199646,54.01
20,1828,MCCHRLS-B,EQ,106,106,100.00
20,1829,MCL,EQ,68183,44769,65.66
20,1830,MCLOUD,EQ,13762882,2810483,20.42
20,1831,MCON,SM,16000,11000,68.75
20,1832,MCX,EQ,3333640,1239570,37.18
20,1833,MEDANTA,EQ,127209,61669,48.48
20,1834,MEDIASSIST,EQ,123229,67414,54.71
20,1835,MEDICAMEQ,EQ,20619,13900,67.41
20,1836,MEDICO,EQ,412530,206440,50.04
20,1837,MEDIORG,SM,56000,50000,89.29
20,1838,MEDISTEP,SM,6000,6000,100.00
20,1839,MEDPLUS,EQ,120435,68563,56.93
20,1840,MEESHO,EQ,15800567,4983934,31.54
20,1841,MEGAFLEX,SM,1000,1000,100.00
20,1842,MEGASTAR,EQ,141290,64880,45.92
20,1843,MEGATHERM,SM,6800,5200,76.47
20,1844,MENNPIS,EQ,40440,25137,62.16
20,1845,MERCANTILE,EQ,2484,1569,63.16
20,1846,METAL,EQ,3262870,2247472,68.88
20,1847,METALIETF,EQ,8776465,5726790,65.25
20,1848,METROBRAND,EQ,112377,94998,84.54
20,1849,METROGLOBL,EQ,327,327,100.00
20,1850,METROPOLIS,EQ,181046,105176,58.09
20,1851,MFML,EQ,200854,114797,57.15
20,1852,MFSL,EQ,670618,469544,70.02
20,1853,MGL,EQ,199557,101967,51.10
20,1854,MGSL,SM,82800,56400,68.12
20,1855,MHHL,SM,3000,3000,100.00
20,1856,MHLXMIRU,EQ,188602,136920,72.60
20,1857,MHRIL,EQ,211119,126217,59.78
20,1858,MICEL,EQ,1074764,613979,57.13
20,1859,MICROPRO,SM,3200,3200,100.00
20,1860,MID150,EQ,196043,182959,93.33
20,1861,MID150BEES,EQ,454050,294162,64.79
20,1862,MID150CASE,EQ,1749029,1023792,58.53
20,1863,MIDCAP,EQ,385117,255664,66.39
20,1864,MIDCAPADD,EQ,42543,40459,95.10
20,1865,MIDCAPBETA,EQ,1314,1233,93.84
20,1866,MIDCAPETF,EQ,1600299,1149270,71.82
20,1867,MIDCAPIETF,EQ,554213,361912,65.30
20,1868,MIDHANI,EQ,580234,240128,41.38
20,1869,MIDQ50ADD,EQ,3766,2763,73.37
20,1870,MIDSELIETF,EQ,116655,68538,58.75
20,1871,MIDSMALL,EQ,345353,186024,53.86
20,1872,MIDWESTLTD,EQ,73588,37872,51.46
20,1873,MIEL,SM,6000,4000,66.67
20,1874,MILTON,SM,4400,4400,100.00
20,1875,MINDACORP,EQ,346526,173536,50.08
20,1876,MINDSPACE,RR,436352,374876,85.91
20,1877,MINDTECK,EQ,23148,12599,54.43
20,1878,MIRZAINT,EQ,95772,65504,68.40
20,1879,MITTAL,EQ,336731,280720,83.37
20,1880,MKPL,EQ,173044,132810,76.75
20,1881,MMFL,EQ,889576,229623,25.81
20,1882,MMP,EQ,19600,11122,56.74
20,1883,MMTC,EQ,1969390,576572,29.28
20,1884,MNC,EQ,116569,71248,61.12
20,1885,MOALPHA50,EQ,2925,2907,99.38
20,1886,MOBANK10,EQ,11101,9672,87.13
20,1887,MOBIKWIK,EQ,2200987,973066,44.21
20,1888,MOBILISE,ST,36800,36800,100.00
20,1889,MOCAPITAL,EQ,881458,569149,64.57
20,1890,MODEFENCE,EQ,932730,451493,48.41
20,1891,MODIRUBBER,EQ,2438,2157,88.47
20,1892,MODIS,EQ,11350,5473,48.22
20,1893,MODTHREAD,EQ,17960,12901,71.83
20,1894,MOENERGY,EQ,153596,109248,71.13
20,1895,MOGOLD,EQ,30873,13545,43.87
20,1896,MOGSEC,EQ,12583,9689,77.00
20,1897,MOHEALTH,EQ,71041,59563,83.84
20,1898,MOHITIND,EQ,7024,4617,65.73
20,1899,MOIL,EQ,417860,251494,60.19
20,1900,MOINFRA,EQ,2329,2093,89.87
20,1901,MOIPO,EQ,7570,7336,96.91
20,1902,MOKSH,EQ,79799,51783,64.89
20,1903,MOL,EQ,425729,253618,59.57
20,1904,MOLDTECH,EQ,35270,15467,43.85
20,1905,MOLDTKPAC,EQ,40040,22635,56.53
20,1906,MOLOWVOL,EQ,2513,1818,72.34
20,1907,MOM100,EQ,227049,161228,71.01
20,1908,MOM30IETF,EQ,792902,509958,64.32
20,1909,MOM50,EQ,4875,3100,63.59
20,1910,MOMENTUM,EQ,56016,46446,82.92
20,1911,MOMENTUM30,EQ,64207,58517,91.14
20,1912,MOMENTUM50,EQ,748755,617500,82.47
20,1913,MOMGF,EQ,119,116,97.48
20,1914,MOMIDMTM,EQ,114910,82601,71.88
20,1915,MOMNC,EQ,3094,2782,89.92
20,1916,MOMOMENTUM,EQ,48319,38111,78.87
20,1917,MON100,EQ,1444814,1300398,90.00
20,1918,MON50EQUAL,EQ,2366,1472,62.21
20,1919,MONARCH,EQ,70586,45458,64.40
20,1920,MONEXT50,EQ,14988,14974,99.91
20,1921,MONEYBOXX,EQ,28340,20575,72.60
20,1922,MONIFTY100,EQ,11757,11322,96.30
20,1923,MONIFTY500,EQ,590568,418140,70.80
20,1924,MONOLITH,SM,28000,19000,67.86
20,1925,MONQ50,EQ,166632,149212,89.55
20,1926,MONTECARLO,EQ,19578,10846,55.40
20,1927,MOPSE,EQ,422,322,76.30
20,1928,MOQUALITY,EQ,387,308,79.59
20,1929,MOREALTY,EQ,1266954,825267,65.14
20,1930,MOREPENLAB,EQ,14256376,5463249,38.32
20,1931,MOS,ST,304000,288000,94.74
20,1932,MOSCHIP,EQ,998229,382996,38.37
20,1933,MOSERVICE,EQ,24872,20485,82.36
20,1934,MOSILVER,EQ,26582,7331,27.58
20,1935,MOSMALL250,EQ,1241109,914465,73.68
20,1936,MOTHERSON,EQ,9629607,5456978,56.67
20,1937,MOTILALOFS,EQ,750906,232958,31.02
20,1938,MOTISONS,EQ,11012564,3954052,35.90
20,1939,MOTOUR,EQ,105275,99706,94.71
20,1940,MOVALUE,EQ,46534,26725,57.43
20,1941,MOXSH,ST,1600,1600,100.00
20,1942,MPEL,ST,1600,1600,100.00
20,1943,MPHASIS,EQ,889024,325009,36.56
20,1944,MPSLTD,EQ,17506,9532,54.45
20,1945,MRF,EQ,9911,5346,53.94
20,1946,MRIL,ST,20800,20800,100.00
20,1947,MRPL,EQ,2611175,860468,32.95
20,1948,MSCI360,EQ,1450,900,62.07
20,1949,MSCIADD,EQ,2708,2586,95.49
20,1950,MSCIINDIA,EQ,14110,11730,83.13
20,1951,MSPL,EQ,1829677,1213749,66.34
20,1952,MSTCLTD,EQ,821267,263803,32.12
20,1953,MSUMI,EQ,19331858,7863646,40.68
20,1954,MTNL,EQ,5013956,1100959,21.96
20,1955,MUFIN,EQ,1647295,732117,44.44
20,1956,MUFTI,EQ,242995,88409,36.38
20,1957,MUKANDLTD,EQ,123801,86382,69.77
20,1958,MUKKA,EQ,127643,77173,60.46
20,1959,MULTICAP,EQ,129067,97486,75.53
20,1960,MUNISH,ST,3600,2400,66.67
20,1961,MUNJALAU,EQ,726603,268514,36.95
20,1962,MUNJALSHOW,EQ,26546,15019,56.58
20,1963,MURUDCERA,EQ,15045,6949,46.19
20,1964,MUTHOOTCAP,EQ,53268,35253,66.18
20,1965,MUTHOOTFIN,EQ,1212466,692049,57.08
20,1966,MUTHOOTMF,EQ,308950,146807,47.52
20,1967,MVGJL,EQ,101186,61699,60.98
20,1968,MVKAGRO,SM,8400,5400,64.29
20,1969,MWL,EQ,29403,20737,70.53
20,1970,MYMUDRA,SM,39600,33600,84.85
20,1971,NACLIND,EQ,1096542,354760,32.35
20,1972,NAGREEKEXP,EQ,10410,8992,86.38
20,1973,NAHARCAP,EQ,5426,3619,66.70
20,1974,NAHARINDUS,EQ,9985,8092,81.04
20,1975,NAHARPOLY,EQ,5273,3739,70.91
20,1976,NAM-INDIA,EQ,784637,358487,45.69
20,1977,NAMAN,SM,8800,8000,90.91
20,1978,NAMOEWASTE,ST,20000,20000,100.00
20,1979,NARMADA,EQ,1446766,366690,25.35
20,1980,NATCAPSUQ,EQ,3453,2301,66.64
20,1981,NATCOPHARM,EQ,404395,193665,47.89
20,1982,NATHBIOGEN,EQ,13286,10350,77.90
20,1983,NATIONALUM,EQ,7562698,3623864,47.92
20,1984,NATIONSTD,EQ,943,612,64.90
20,1985,NAUKRI,EQ,2206568,890323,40.35
20,1986,NAVA,EQ,293446,151910,51.77
20,1987,NAVINFLUOR,EQ,79201,29518,37.27
20,1988,NAVKARCORP,EQ,408947,214105,52.36
20,1989,NAVNETEDUL,EQ,216164,154414,71.43
20,1990,NAZARA,EQ,4303411,2106344,48.95
20,1991,NBCC,EQ,10129934,3450794,34.07
20,1992,NBIFIN,EQ,277,213,76.90
20,1993,NCC,EQ,1305136,574987,44.06
20,1994,NCLIND,EQ,53481,31491,58.88
20,1995,NDGL,EQ,40,31,77.50
20,1996,NDL,EQ,860372,625085,72.65
20,1997,NDLVENTURE,EQ,14721,11929,81.03
20,1998,NDRAUTO,EQ,145380,61660,42.41
20,1999,NDRINVIT,IV,75000,75000,100.00
20,2000,NDTV,EQ,152918,69139,45.21
20,2001,NEAGI,EQ,6,6,100.00
20,2002,NECCLTD,EQ,160206,65210,40.70
20,2003,NELCAST,EQ,3867128,368970,9.54
20,2004,NELCO,EQ,111112,49931,44.94
20,2005,NEOCHEM,ST,9600,9600,100.00
20,2006,NEOGEN,EQ,35429,18131,51.18
20,2007,NEPHROCARE,ST,8000,7600,95.00
20,2008,NEPHROPLUS,EQ,45934,27603,60.09
20,2009,NEPTUNE,SM,2000,2000,100.00
20,2010,NESCO,EQ,103685,68927,66.48
20,2011,NESTLEIND,EQ,1434136,801496,55.89
20,2012,NETF,EQ,2193,1584,72.23
20,2013,NETWEB,EQ,1071939,232441,21.68
20,2014,NETWORK18,EQ,3592255,1367650,38.07
20,2015,NEULANDLAB,EQ,32222,12952,40.20
20,2016,NEWGEN,EQ,1154770,289693,25.09
20,2017,NEWJAISA,ST,25500,25500,100.00
20,2018,NEXT30ADD,EQ,1933,1467,75.89
20,2019,NEXT50,EQ,14215,8426,59.28
20,2020,NEXT50ADD,EQ,1899,1181,62.19
20,2021,NEXT50BETA,EQ,125668,76408,60.80
20,2022,NEXT50ETF,EQ,25491,22129,86.81
20,2023,NEXT50IETF,EQ,379009,236630,62.43
20,2024,NEXTMEDIA,EQ,9153,7690,84.02
20,2025,NFL,EQ,744085,374460,50.32
20,2026,NFPSAMPOOR,SM,42000,26000,61.90
20,2027,NGLFINE,EQ,8400,3861,45.96
20,2028,NH,EQ,203345,118777,58.41
20,2029,NHPC,EQ,15760790,4565842,28.97
20,2030,NIACL,EQ,3045752,513495,16.86
20,2031,NIBE,EQ,56259,29761,52.90
20,2032,NIBL,EQ,16346,9183,56.18
20,2033,NIDAN,SM,7000,3000,42.86
20,2034,NIF100BEES,EQ,45794,42274,92.31
20,2035,NIF100IETF,EQ,138250,110778,80.13
20,2036,NIFTY1,EQ,121169,76564,63.19
20,2037,NIFTY100EW,EQ,7789,5018,64.42
20,2038,NIFTYADD,EQ,17149,14517,84.65
20,2039,NIFTYBEES,EQ,6394957,4208312,65.81
20,2040,NIFTYBETA,EQ,10162,6199,61.00
20,2041,NIFTYBETF,EQ,3213,2472,76.94
20,2042,NIFTYCASE,EQ,782669,506595,64.73
20,2043,NIFTYETF,EQ,131024,81481,62.19
20,2044,NIFTYIETF,EQ,601097,445163,74.06
20,2045,NIFTYQLITY,EQ,32083,21937,68.38
20,2046,NIITLTD,EQ,5014081,1049966,20.94
20,2047,NIITMTS,EQ,109096,47924,43.93
20,2048,NIKITA,SM,28800,22800,79.17
20,2049,NILAINFRA,EQ,138070,98673,71.47
20,2050,NILASPACES,EQ,384778,212981,55.35
20,2051,NILE,EQ,2646,1570,59.33
20,2052,NILKAMAL,EQ,20051,12969,64.68
20,2053,NIPPOBATRY,EQ,3450,1910,55.36
20,2054,NIRLON,EQ,2996,1772,59.15
20,2055,NIRMAN,SM,5700,3900,68.42
20,2056,NITCO,EQ,1951580,955002,48.93
20,2057,NITINSPIN,EQ,90177,47275,52.42
20,2058,NITIRAJ,EQ,2114,1559,73.75
20,2059,NITTAGELA,EQ,7006,3952,56.41
20,2060,NIVABUPA,EQ,732464,431269,58.88
20,2061,NKIND,EQ,609,305,50.08
20,2062,NLCINDIA,EQ,2021992,943891,46.68
20,2063,NMDC,EQ,14105748,6357806,45.07
20,2064,NMSTEEL,SM,14400,12800,88.89
20,2065,NOCIL,EQ,325931,160685,49.30
20,2066,NORBTEAEXP,EQ,8989,7414,82.48
20,2067,NORTHARC,EQ,1247668,599278,48.03
20,2068,NOVARTIND,EQ,29615,14419,48.69
20,2069,NPBET,EQ,204,175,85.78
20,2070,NPST,EQ,128241,58813,45.86
20,2071,NRAIL,EQ,9211,4905,53.25
20,2072,NRBBEARING,EQ,437647,247666,56.59
20,2073,NRVANDANA,ST,81000,63000,77.78
20,2074,NSIL,EQ,2648,1927,72.77
20,2075,NSLNISP,EQ,3466643,1679031,48.43
20,2076,NTPC,EQ,6513560,3633402,55.78
20,2077,NTPCGREEN,EQ,2895703,1427265,49.29
20,2078,NUCLEUS,EQ,45126,10611,23.51
20,2079,NURECA,EQ,9853,5291,53.70
20,2080,NUVAMA,EQ,226238,126165,55.77
20,2081,NUVOCO,EQ,313534,150238,47.92
20,2082,NV20,EQ,202404,163111,80.59
20,2083,NV20BEES,EQ,23783,16577,69.70
20,2084,NV20IETF,EQ,190796,111313,58.34
20,2085,NXST,RR,402846,354335,87.96
20,2086,NYKAA,EQ,5391222,3450103,63.99
20,2087,OAL,EQ,20935,4761,22.74
20,2088,OBCL,EQ,2135,2129,99.72
20,2089,OBEROIRLTY,EQ,1203886,753551,62.59
20,2090,OBSCP,SM,58400,41600,71.23
20,2091,OFSS,EQ,356692,89349,25.05
20,2092,OIL,EQ,3576519,1688800,47.22
20,2093,OILIETF,EQ,1310609,948255,72.35
20,2094,OLAELEC,EQ,128750807,25380672,19.71
20,2095,OLECTRA,EQ,1105484,376860,34.09
20,2096,OLIL,ST,6400,5200,81.25
20,2097,OMAXE,EQ,627023,294134,46.91
20,2098,OMFREIGHT,EQ,572908,249959,43.63
20,2099,OMINFRAL,EQ,72146,52923,73.36
20,2100,OMNI,EQ,557006,213257,38.29
20,2101,OMPOWER,EQ,55606,35179,63.26
20,2102,ONDOOR,ST,9000,8700,96.67
20,2103,ONEPOINT,EQ,616964,258335,41.87
20,2104,ONESOURCE,EQ,156722,86669,55.30
20,2105,ONGC,EQ,14033169,8153526,58.10
20,2106,ONMOBILE,EQ,6977101,2361090,33.84
20,2107,ONWARDTEC,EQ,144254,70836,49.11
20,2108,ONYX,ST,54000,52000,96.30
20,2109,OPTIEMUS,EQ,494003,203234,41.14
20,2110,OPTIVALUE,SM,3200,3200,100.00
20,2111,ORCHASP,EQ,181338,160306,88.40
20,2112,ORCHPHARMA,EQ,57439,21708,37.79
20,2113,ORIANA,SM,17775,12075,67.93
20,2114,ORICONENT,EQ,155021,104231,67.24
20,2115,ORIENTALTL,EQ,69265,48723,70.34
20,2116,ORIENTBELL,EQ,12936,8103,62.64
20,2117,ORIENTCEM,EQ,184572,65349,35.41
20,2118,ORIENTCER,EQ,87855,39863,45.37
20,2119,ORIENTELEC,EQ,72038,35823,49.73
20,2120,ORIENTHOT,EQ,1464614,618907,42.26
20,2121,ORIENTLTD,EQ,716,538,75.14
20,2122,ORIENTPPR,EQ,61598,45019,73.09
20,2123,ORIENTTECH,EQ,8018040,369322,4.61
20,2124,ORISSAMINE,EQ,4330,1994,46.05
20,2125,ORKLAINDIA,EQ,55036,31001,56.33
20,2126,OSELDEVICE,SM,21000,16400,78.10
20,2127,OSWALGREEN,EQ,401328,221579,55.21
20,2128,OSWALPUMPS,EQ,365513,166338,45.51
20,2129,OSWALSEEDS,EQ,82757,73392,88.68
20,2130,OWAIS,ST,16300,14300,87.73
20,2131,PACEDIGITK,EQ,3414286,1229643,36.01
20,2132,PAGEIND,EQ,42493,23356,54.96
20,2133,PAISALO,EQ,60357650,14462282,23.96
20,2134,PAKKA,EQ,30060,20286,67.49
20,2135,PALASHSECU,EQ,734,722,98.37
20,2136,PANACEABIO,EQ,226379,59723,26.38
20,2137,PANACHE,EQ,71570,42758,59.74
20,2138,PANAMAPET,EQ,593836,144874,24.40
20,2139,PANSARI,EQ,88885,8198,9.22
20,2140,PAR,EQ,2943,2639,89.67
20,2141,PARACABLES,EQ,2758091,1290561,46.79
20,2142,PARADEEP,EQ,4512546,2194246,48.63
20,2143,PARAGMILK,EQ,296517,152911,51.57
20,2144,PARAGON,SM,6000,4800,80.00
20,2145,PARAMOUNT,ST,4800,4800,100.00
20,2146,PARAMPARA,SM,48000,0,0.00
20,2147,PARAS,EQ,4423867,908719,20.54
20,2148,PARASPETRO,EQ,106941,79708,74.53
20,2149,PARIN,SM,17250,10000,57.97
20,2150,PARKHOSPS,EQ,1355691,772044,56.95
20,2151,PARKHOTELS,EQ,75005,36032,48.04
20,2152,PARTH,ST,6000,5600,93.33
